candidate_id	semantic_class
numeric-ef83fb8d5f34877fba9de2ffa4c37bc029db9a8719854eb31c4f0471717d9419	declared-finite-contract
numeric-65d6bc7419ad9a6cb6a744787767d18fbd2ab60b03c47b7f36a31e8aac0ec392	structural-multiplicity
numeric-a9520efb37e85589001fde3dedd7b8a1a8bc25329cbb2893f192f956176fc86e	structural-multiplicity
numeric-fc15328bc3c9f4fad40d42d3f61ac3522271602bfa1d96613cc440436414b241	mutable-aggregate
numeric-136cd33d10adb21f7c992329f186e2ed2e7cbcd00e62655a0c46280c28f4d2a0	declared-finite-contract
numeric-1f231721594f719c9ac06ddf88a37453da67315810a0c0cb7d180969b11840b6	declared-finite-contract
numeric-80bb9d07c2c7fcd969a23ac6ac6eb9eda7ce1f8686caa0acd175bf321a427f3f	declared-finite-contract
numeric-782ef1263812d7d15e52ba1f1cbc6699082190659fe0ab315c94527dd164e853	declared-finite-contract
numeric-f273ed1c05e85c3387558bdabde3738c16cb61f5c90dfe773b447cd45ba58d9c	declared-finite-contract
numeric-dc1d7571c0fe783061d2149cf2ffd9c83e17d20c7813f7427e5d0893dba355df	declared-finite-contract
numeric-2445db9890616376112b494bcbdf4d7137bb4fc5b5a5e33ec0d9c6961f77e259	declared-finite-contract
numeric-826804dba973dd7842981ef27b38211d59c7e7a1c6392ff0fd6acc27067b6e55	declared-finite-contract
numeric-bf6330681a46beef3fff61a6d908d1040543ccdf9bbd8d28b57053fbfb1e6c1e	declared-finite-contract
numeric-fba11e4e8e7486f6bd62183846153f400ce76dc7b302bae2847d0a99440c7436	declared-finite-contract
numeric-b177b85769c38629306f239a2ae5e58ad227449b0a3f6e8cc7c14bf0636518c0	declared-finite-contract
numeric-cab4de58b19534b2e6077592fdef393f73a76ed09ce3059bf4ffee4686dc0e07	declared-finite-contract
numeric-18083ed87fae39e220a11d6be27c1383c2e4e16338705a4e31806b7643a37eaf	declared-finite-contract
numeric-1744039c75d9ff965d61b6095db60fb23d447205d2644f70282b8e6a83ecccfc	declared-finite-contract
numeric-eb64e88ca898f82a9f7eafca0c592da126d583ca27857101143fbb6cfd46c3fa	declared-finite-contract
numeric-0a28f3d5ba25ca631b97364cac7b7ad453de0fbdc55e45657731a822e45ce50f	declared-finite-contract
numeric-2a6136434bfb704d67ed446879a2dc71dfe936e64593d9b868c354a76d763f92	declared-finite-contract
numeric-3b4f9ba62886fbd51130ebe818603d6fb934f38e5f544c172b68ca2576d012f0	declared-finite-contract
numeric-f6289d1021bee174bf17767203d289b65c198afca01aff6b5f0292828a2864f4	declared-finite-contract
numeric-f11f8b4ef809f09d58be85f1fdbd4c8f8014689567f0015fdd7b787552802238	declared-finite-contract
numeric-a816dabd42fd143aa566dbc01b9afbdf2798dec537ae79c3aa50725b0da8967e	declared-finite-contract
numeric-dba7c865feb097208686f9ae332004153a89d7f46acfb40e83f1d8677f82ecbf	declared-finite-contract
numeric-bb8b9419084b734271f0f675e9d3fb385da355529505e84e1566831ca097f420	declared-finite-contract
numeric-711c72bebf7d286f780c0a68232bc6c9f5777ba26db3f68653a49181b1abcbf0	declared-finite-contract
numeric-f359026dcfbc0820633c4c0bdf0f65a438fa11b7c4806dbecda0e5f1a2891846	declared-finite-contract
numeric-0d0177fb196143801292486f76b857ffe37ac8acbab2f16e262f721097bc4cd9	declared-finite-contract
numeric-cea7cc352f2563e43679a4e532e33741637c25bd39388c5ce7bd25ba253a1497	declared-finite-contract
numeric-0bd0874235e5757a9128292a50b689eb874c910270554af894cbe0e8e1a3860c	declared-finite-contract
numeric-e4b69f3a816cc289e046a9b20edb4b862dfdf5684c5d44eabfdc04116571a848	declared-finite-contract
numeric-559cf80b18440750b64394e6e4abc2824d7553f4b8d09eee62d337ead17a4aac	mutable-aggregate
numeric-26be0a557ba299cac4ed17964a0b2b975f5c268380a98e150fd483ca43d8d48a	declared-finite-contract
numeric-6290056413140d581dbb88f91ffd37de0a8e2f27e681822b6daf7e3a0298100f	declared-finite-contract
numeric-0079e92218df0cb61edcc4027b3316f230e0291b7a6eb315ef215ea0b1bd326c	declared-finite-contract
numeric-44adac514d0926fe0754a146d7849f51eb46e838f8ef4caa36e0b222df8e5573	declared-finite-contract
numeric-3b1dbb4830c4096f8e8a681950408e775ec5fdb3b6e00301ba321c5b06b98d51	declared-finite-contract
numeric-d446decb33a2e4d595da182a82292088c227a2f0a8871bff714fcff61d82f7b4	declared-finite-contract
numeric-abf133c734ef32793e79ca25703a7175ba60af0e26555c122ed1304b5ee055c0	policy-threshold
numeric-f734bec6aecc712e5dc44534d602ad273c0e1dab02601ee682982fd746336293	declared-finite-contract
numeric-d9bacab745f2dc4f14ecdba7199208a6008e1e9342a29f937363ed7cf56887ee	declared-finite-contract
numeric-c342bb276bfa930ff9fe3eb493727267c901067a54ebdd5731b54b0203f25b7b	declared-finite-contract
numeric-c5cb1d2eed922e6c721a347cf0a4e72a49c2866c75a7baf537c6d28ba203d1f8	declared-finite-contract
numeric-37ddfe6170915dd2f87153c78fc1bb8a51c59dc8a599ae5960fd16d73407ad7b	declared-finite-contract
numeric-9230017da5ab94763d0d4846e386a87dee95e0ae4f6319cfb98e2532d32bc618	declared-finite-contract
numeric-97b206cdc1751287fc5117affb428426c3fa6fb00ecd82dd5a5ce1d91c685cfa	declared-finite-contract
numeric-c584a28dce65b31cafa4f0e82d739c01bb965f59eddcc538897f51d08f3c1d8f	declared-finite-contract
numeric-fac73daa61e3578c2f6db9baee37494d5e21b5b3ad0f0d371595ddd509a896b4	declared-finite-contract
numeric-5c71950086d125fd97d10763e2cf7419fd3771462653f02db4729b3689ccb927	declared-finite-contract
numeric-16eb41493f7a5f7b899f8357a6096d38321416770a894d3fad37dea8ffcead84	structural-multiplicity
numeric-51350546e2ebdaba12c97de594f1c16051727be3a6cf0ac28637b971340b8a05	declared-finite-contract
numeric-a3f101b11d95b232b84f4ab88b9d4cb5cbc0c2fe08482e29b4f6a6a189d7ea2d	declared-finite-contract
numeric-fff358d539227157c446341969b65c6e4daef42f7d421d602cfd75e52758cfe9	historical-snapshot
numeric-b4644364e83f062e74a9b9c0f1cc0b42ace058510702e0062b1d0c3f77c3b380	historical-snapshot
numeric-e050c6e55bb2367626e9d9138780fb8d7f2e9a095ba969a738833fc3efe38436	historical-snapshot
numeric-b7e2437dce31d69ad524973e346904abb21d70afb6c66ca2bb3503460ca9499d	historical-snapshot
numeric-39177d73a5b35d550dac0edc04ca4b74bd3cc76b3c7d3be924bbba4aa29fbca2	historical-snapshot
numeric-131d1513756b9377dcb71a9ea76f546b2e77e7dc4a28765f5b0355dba19aa6ea	historical-snapshot
numeric-afca55f67ce6159734b5431795006e956143b6812597c16b28b87ce4d60fa821	structural-multiplicity
numeric-8a61e3804f285b09c8cfb81e76658fb6e2367c0033a2abd1b347414187c4b207	structural-multiplicity
numeric-0f560fe26d0cf05086e9aba1fd9af75a84863f3c6ddeccf37019abe35c3fb7e5	declared-finite-contract
numeric-adc49a510db7e16e2b2c4d021780c863b55dad54ca388136a25ed8569c2fcc17	structural-multiplicity
numeric-f27133e8602531591b6b5ea3e759dd677a92b74a4f4e286fafdcc26c264cdb0a	declared-finite-contract
numeric-030a50ed85c5f3b3ac19005529ee3a8c97e6b004ad994175dc1ecc6ee43d5f8e	declared-finite-contract
numeric-a41e4e8bc92498b586360ae226dbaac817e64a8ca9ef2344a42de58168433b50	structural-multiplicity
numeric-8c4fc192351121609eb5cb3ebe8edc843268023b0448d6d9debe7861ed6d7b69	declared-finite-contract
numeric-67dfe621b360f12833719f9714984c038547081cbd58be110b2e646270ca53a8	historical-snapshot
numeric-d520ff48da8c62f56ee354c2ddacbdf1b0a4ca5f7a8403d7589a2260d4c3e8e9	declared-finite-contract
numeric-3c5a621cad68616179c7dd601fc658d4e5d8a2d60dac2816522d2b4e2100a83d	historical-snapshot
numeric-26863774e1b3b1ff9871f68cc28076cafbbf134c66d7e7ad7668816769a2b4fd	structural-multiplicity
numeric-b86d1bc5ceb129769245b7d7979901c1f52a380d42987ca28c721a9442bebe67	declared-finite-contract
numeric-7d312aca1cb25a54fbbab33ad98c81c7122ce24489592a7cf650caeb848bc79a	structural-multiplicity
numeric-06360de2a9f6f2a5f20ae53264e5fb5550edb772f98cf7cb0ce87217649d45d2	structural-multiplicity
numeric-07451686d0be22bafc18a520863f1389e8e5b68fe426bddfd3f024707d6ba94e	declared-finite-contract
numeric-51ea9c71e16816a3347d06547330da2a2cc66839fe9d36da1f3e0ff3d5c12dde	declared-finite-contract
numeric-4e93ea274872e4350df4659f52ecd48e352db473fb20b8d88c1f0168afd6f7d2	declared-finite-contract
numeric-074d5bafd30208cacadd3040c7c03dd00c19b534aea7f01c4d0f2eee05c9bb0c	declared-finite-contract
numeric-e058ef8ee94ad10c212c8da56ec536e2a8f5ea7f336641b3eadbebcd139358cd	declared-finite-contract
numeric-fe5d5a3c53dd2294febf24952a48adcc07beb8a33b4c5da63206e5c3e45d71a0	structural-multiplicity
numeric-3bc35c36dc0dfcd3697b69cfddcf0a93ca2226184333648f9eb67c011138e39f	declared-finite-contract
numeric-25962f81666767fbe98482b40961f65abdc66389e4b7fc7ba9e13bb1ad6d813b	structural-multiplicity
numeric-5698eafb7e36c57e066600469098238b55cb582630b8aef62ce29428f5a036c9	structural-multiplicity
numeric-ae878bf97e555298f64426bf15c0cf44f26c31c7431734edae610291f43ef478	declared-finite-contract
numeric-9910f12d48b7ef8f70251bf9e87c3d2d34cb156de18c4101a56e5205f766c42d	declared-finite-contract
numeric-255f198a14afab0a389b65554d330b1abd6ffbef9243022313d2219245606726	declared-finite-contract
numeric-7e140d3c8fd1c4021ebc7317a2250eb3e17c0c3db4cdaa874f99bd458a69d678	declared-finite-contract
numeric-f38b32b1700f638ae75fd4a3a591575cd39dc13c85736ac729eb83dcac7b546b	declared-finite-contract
numeric-04f5788612bf6b5e6acff632ae536d1c083513b3648854c48db5617f2185bd2b	declared-finite-contract
numeric-dbde48076f7eaa0f9142db001425bb67eb9513b39e2a87bdf39bd1d7ccdd8ec3	declared-finite-contract
numeric-5ff13224a93e73175cafafb154807c2862a73da7e92cad2cb7a02b2ac20089f0	structural-multiplicity
numeric-d5823c010616c903772460798f25c3426eea6a787be00aaea513d0cdf954104f	declared-finite-contract
numeric-4139231a70f0a33ccac11b3cf02c8d37530ba7fda1ff1af926c8da6ad690e364	declared-finite-contract
numeric-4bc8b230f3e372725a4a74ec6d7ad7410d36b754bb1e20bdc27c7934293184bd	declared-finite-contract
numeric-136786ec1bad49983b0aeb98cb22b0c5a036c2a412953cf5e463efece080b83a	declared-finite-contract
numeric-14a345f6f9dc6773d05c12ba27fc07d8da5bc505f49ac79380b26474ffccb6ab	declared-finite-contract
numeric-434805c2dc5381beeea9befc9336cc404ee509029223b51cef7b3550d34e7a30	declared-finite-contract
numeric-1e643c0bb6d6466f1e00c26ac82b7a1ce04d32397b2805d2b7835c3888296cab	declared-finite-contract
numeric-88951faf6e31ef7398754251d9d4a650df2b151cc00980baa36260c55d16f08c	declared-finite-contract
numeric-2b8de508d65d5cf125eca9d0fa97a0a72b9a9d3294b1a340db0d122585be7439	declared-finite-contract
numeric-a87040ecf44ad07d315ced6b27964b44a8965ec1a8448b3985068661acf8f83a	mutable-aggregate
numeric-d66fc4aa232899eff32b7d38d1c7f1f15b26397ab213e7578f7e127fec4236fe	mutable-aggregate
numeric-0945020ec5173694783737c49ca44397188a485168e19e446e516f9906dac7ee	declared-finite-contract
numeric-75ccaf11a20d7ae28bd1746796e426e2adfc40062e213beb5f98a94377998e8d	historical-snapshot
numeric-292e5e5da981d91f38005cc5fee2c5254fce5d40f8778ec39570f4c41fa7c6c0	historical-snapshot
numeric-0baf1abd47e45679f3d9fdfea7bb75be3f314debc094315f0494245747b80571	historical-snapshot
numeric-55816819ff173d6dbfad18a58c0104a6792e76ce385d365cf3e860195cf80637	historical-snapshot
numeric-b11543f48bc3c8b887470d706c7c4f90fb49c69f3b7a8f3a5a7daf7aaedbc015	historical-snapshot
numeric-6ebfa76e773c83192a26823109476354e87f10ef1134878c1ec4e82297a0529a	historical-snapshot
numeric-8e04e3d33c7ed8ad80613ff7ad4d9e12ccadcb6e8cb64e9fecf8f0a4849c2bda	historical-snapshot
numeric-91a7e84c80841ba795a605072f772e30f65083a51738c6ce070e7cc37a0a7791	declared-finite-contract
numeric-90b3c5910e67c26d7354f5f8048ea0e2844f13674edd4bd52cf7920dbbd87130	declared-finite-contract
numeric-82334404e8151f88bb2137ad168deb0a2b90f15ee0a963fa3370a0048f2da33b	declared-finite-contract
numeric-542b51a7735cfe67d4fa22b54d094b7dd05644dd876c5992b6740662fb1adb34	declared-finite-contract
numeric-545b8f742ff70aae69c143a509057d94941f8abc51069cad8495262027579ab2	declared-finite-contract
numeric-9a4c7a8ff284372f756b0157533a5b5e271b696129ea43a07ba282b17dc31780	declared-finite-contract
numeric-d9e2b517b2e4f6dea1be59516daac3f3cfa7150c87ba4e34c494434b620cb102	declared-finite-contract
numeric-43aa3f88f2d109fae987818835181f4a56fd1ccd50e756070438272bcc71f36c	declared-finite-contract
numeric-a4f00b5648c41ddc845b57c117e82c828184a4f841704d9b04aa1996da6425dd	declared-finite-contract
numeric-c90597ddd0a2b7de9385f4b191fd58c435c9bd89a6df9c0079d4d3c42797d921	declared-finite-contract
numeric-5d618e58d70f208315940780b4dd1da2fce3f7da86cdae2ded9c1128e65c8feb	declared-finite-contract
numeric-97a19c066adc6db22bc7dd68207aec89f84cdd45aea61960ec7bac6fa1a7fd62	declared-finite-contract
numeric-b9f208b3af06528faf40bc344a19e03605ee732f92fa307ce38dd93012b705fa	declared-finite-contract
numeric-f550a4b36482493d13d52f73254165377764a22d7957d37485cf15c23a07b5b5	declared-finite-contract
numeric-b950b404efd1beb914d1c7ffdc5a32326ef029904518279729342e28d8707e32	declared-finite-contract
numeric-4809a04ead4ac07a5e31cee95deed451effc7c39d09b108c5a452630497f67ba	declared-finite-contract
numeric-8363debb462e7d2c81c211aa15502434e2a40ee4f7cc053639828c4bf1bf8ef7	declared-finite-contract
numeric-9af4be6251e6a5e326feae71edb8248c994ed0dd2a9dbce976b916f095ffa49e	declared-finite-contract
numeric-83484fd79d1fba882d56de7c56d77c47b1837b0ad96be9e26c3bf51ad879d999	structural-multiplicity
numeric-5bfc25b8535d96878b13aba862660fe642258feef0da08778518b89c2e12673f	declared-finite-contract
numeric-f863b090cdc44909bbcf0687bbaab9121de335b9488da94b0dcf0514e1c1dae7	declared-finite-contract
numeric-c947ca33c51ed6871daf2180d6d4cc3ff20957dfb5238f7dcd0b3d645c5dd0a7	declared-finite-contract
numeric-e9589b112f65efa676b9bf62a7d148e83fe2cfe225fe9d62d849cfe7d464eb07	structural-multiplicity
numeric-2a244f658152dda63911ec498349e34932faf9f198b43743d0d67b6652dfc07b	declared-finite-contract
numeric-5d2d833241501e1bd06e9257381856dadeddfb8599c3c05a477f31c006717f31	declared-finite-contract
numeric-10896d14c456b8d03cfe262a90d1c7f5c81a7c15adb1b5cde8a91ce7eb3b0e3d	declared-finite-contract
numeric-3aa3170e83be631a9b58c69798fb46496e88cf1174897f73a8a9bc6879a7302b	declared-finite-contract
numeric-9e7b9823cec386751effe702a22454e160376402ab043f187afedae8c4dd612d	declared-finite-contract
numeric-c38e88b36b885defeafe8d159e9182dcbd0ed0d2604f30f1c7bd3b4f85d540b5	declared-finite-contract
numeric-ba28df5cd7cce3f8e0d88420046370f494e508ed24a394dc9df033312b2cdd01	declared-finite-contract
numeric-056571006c3662849131f5c5b132a78851f5b443bcc7f45ac033d9c8d9ac5809	structural-multiplicity
numeric-2ba43aa5e4a7f0f70c03ce6f929756206a8d7e356c38f047cb9b8227b8c3edb0	declared-finite-contract
numeric-194782bfeee08bf77b4bfb2f9208d30bc25213362630d2e2a598e7392ea1aae2	declared-finite-contract
numeric-df097d4382dccea0dbd84591b44d4d987138c20d152a16ed6ee0cdc6450d95a8	declared-finite-contract
numeric-b1b16a7c149475c6dfa74fd50f94c841d22fb51f5df17fb8e15f5062d3a5ab36	structural-multiplicity
numeric-d8c05b774490b96338abfc51fddd362693355069e674891810cc9e056c32d4c7	declared-finite-contract
numeric-c62fb29825c599ee2c110e4ee555bb436e3046af0f3de75cc4e297bfbbe45771	declared-finite-contract
numeric-0f1809f13ab0c953e3b9667f6605109bc1b79e45d17755a4e7c548a002b09753	declared-finite-contract
numeric-7e8ac3f3f40f1b64612c833f8305a2e1d7f8414eac339647cfca205be1f0cd3d	declared-finite-contract
numeric-c95bff3f2dc0fd89513175a8e6e45df45710b9c23a71eab4261c4c48bd627326	declared-finite-contract
numeric-9881c2bb3599e7e21fcb638a218b1fa591d854dfa515b0fac906dc0b7c235b92	declared-finite-contract
numeric-42ffa0ca82af1faa9bd089faf71d1607c08fd49884872f07bd2d3af98c7e2ad1	declared-finite-contract
numeric-1d1f580b691f7ecb0882d28faf9b1ad655768fe5117b9883b58ffdc8c4529f45	structural-multiplicity
numeric-61955427a90fc9311982a1ff873ccb13fc6860cc9983dc25f411f22ab342910b	declared-finite-contract
numeric-f4b35e0950fe4868d5e29c42baaa743490218be3db00f0ecb799dbea801b9702	declared-finite-contract
numeric-bd0457075fa0d16d4847c7e11a7e2040bff6e9ba6ff4a595543e316b0a83eae7	declared-finite-contract
numeric-3170ea049c28f6a8aaf447cdcdf3599de7c7b5be33bbb9debea549a669360cd6	structural-multiplicity
numeric-0177a74b8c0033664d8002bf3bab56ef9d796ae76ea20732b38d7c44e201b65a	declared-finite-contract
numeric-dc0702b96da1e1753320d54858fae5630868c21a7fe8005a20455eecfcd66131	declared-finite-contract
numeric-a5aba9c3b29ac9cc2de6fe0cbb5ac599bff244eb98a3dbf2c131486407ea7e5a	declared-finite-contract
numeric-e18baaac9a495686e09633bc0caa8b4d4ccb565298858d5ebf652d7b3f35060d	declared-finite-contract
numeric-906c447ca1cd3ac0538708b7ee190a8f14c85221fc6db8524ed410fe63e51e16	declared-finite-contract
numeric-07efb64c55d58cd60cc845afb51c62b533ed99e124a1173a9997335ca2659e91	declared-finite-contract
numeric-41d2c6354ba5f321e17c7ae59b1de2f3ce3c409246b48584f4ba0b9a94e81c24	declared-finite-contract
numeric-150b66fefdd2678f82a9dc34c77f8dc51c76c78ba0369a88092402a036b4875e	structural-multiplicity
numeric-3ac6b1d2f57f0dcc2a59656669d9d873a2bba095dce64d260b99f27080c75831	declared-finite-contract
numeric-96076481dc2ee576e72468d7a95d8a1f2d008adce1e5e5d7dea1cce30babdd80	declared-finite-contract
numeric-615312d921c3d596d6517445dc069a4b962f3e8303ba37c530170dbeaadb6668	declared-finite-contract
numeric-af1e0ea42cfe2fd1f2bffd3d6fa6832a3b2ff5ae5e3c60887dec183bb324a6fa	structural-multiplicity
